Time (s),Voltage (mV)
0.00020833333837799728,-0.13762427866458893
0.00041666667675599456,-0.13762427866458893
0.0006249999860301614,-0.13762427866458893
0.0008333333535119891,-0.13762427866458893
0.0010416667209938169,-0.13762427866458893
0.0012499999720603228,-0.13762427866458893
0.0014583333395421505,-0.13810616731643677
0.0016666667070239782,-0.13814756274223328
0.0018749999580904841,-0.13767750561237335
0.0020833334419876337,-0.13762427866458893
0.002291666576638818,-0.13762427866458893
0.0024999999441206455,-0.13717196881771088
0.0027083333116024733,-0.13754738867282867
0.002916666679084301,-0.13762427866458893
0.0031250000465661287,-0.13718971610069275
0.0033333334140479565,-0.137529656291008
0.003541666781529784,-0.1380470246076584
0.0037499999161809683,-0.13773073256015778
0.003958333283662796,-0.13803519308567047
0.004166666883975267,-0.13814756274223328
0.0043750000186264515,-0.13734939694404602
0.004583333153277636,-0.13749416172504425
0.004791666753590107,-0.13762427866458893
0.004999999888241291,-0.13762427866458893
0.0052083334885537624,-0.13762427866458893
0.0054166666232049465,-0.13762427866458893
0.005625000223517418,-0.13798788189888
0.005833333358168602,-0.13778987526893616
0.006041666492819786,-0.13762427866458893
0.0062500000931322575,-0.13762427866458893
0.0064583332277834415,-0.13796421885490417
0.006666666828095913,-0.137813538312912
0.006874999962747097,-0.13762427866458893
0.007083333563059568,-0.13762427866458893
0.0072916666977107525,-0.13762427866458893
0.007499999832361937,-0.13762427866458893
0.007708333432674408,-0.13762427866458893
0.007916666567325592,-0.13792282342910767
0.008124999701976776,-0.1378549337387085
0.008333333767950535,-0.13762427866458893
0.008541666902601719,-0.13762427866458893
0.008750000037252903,-0.13762427866458893
0.008958333171904087,-0.13762427866458893
0.009166666306555271,-0.13762427866458893
0.00937500037252903,-0.1373671442270279
0.009583333507180214,-0.13735221326351166
0.009791666641831398,-0.13737896084785461
0.009999999776482582,-0.13734039664268494
0.010208332911133766,-0.13762427866458893
0.010416666977107525,-0.13785184919834137
0.010625000111758709,-0.1377042531967163
0.010833333246409893,-0.1373167335987091
0.011041666381061077,-0.13762427866458893
0.011250000447034836,-0.13762427866458893
0.01145833358168602,-0.13762427866458893
0.011666666716337204,-0.13762427866458893
0.011874999850988388,-0.137438103556633
0.012083332985639572,-0.13728125393390656
0.01229166705161333,-0.13762427866458893
0.012500000186264515,-0.13745585083961487
0.012708333320915699,-0.13742601871490479
0.012916666455566883,-0.13799096643924713
0.013124999590218067,-0.13777495920658112
0.013333333656191826,-0.13814756274223328
0.01354166679084301,-0.138008713722229
0.013749999925494194,-0.13775721192359924
0.013958333060145378,-0.13789351284503937
0.014166667126119137,-0.13734321296215057
0.014375000260770321,-0.1379171758890152
0.014583333395421505,-0.13721027970314026
0.014791666530072689,-0.13762427866458893
0.014999999664723873,-0.1377217322587967
0.015208333730697632,-0.13805602490901947
0.015416666865348816,-0.13770990073680878
0.015625,-0.1379881352186203
0.015833333134651184,-0.1371747851371765
0.016041666269302368,-0.13762427866458893
0.016249999403953552,-0.13762427866458893
0.016458332538604736,-0.13762427866458893
