Time (s),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
1.7200000286102295,0,0,0
1.7300000190734863,0,0,0
1.7400000095367432,0,0,0
1.75,0,0,0
1.7599999904632568,0,0,0
1.7699999809265137,0,0,0
1.7799999713897705,0,0,0
1.7899999618530273,0,0,0
1.7999999523162842,0,0,0
1.809999942779541,0,0,0
1.8200000524520874,0,0,0
1.8300000429153442,0,0,0
1.840000033378601,0,0,0
1.850000023841858,0,0,0
1.8600000143051147,0,0,0
1.8700000047683716,0,0,0
1.8799999952316284,0,0,0
1.8899999856948853,0,0,0
1.899999976158142,0,0,0
1.909999966621399,0,0,0
1.9199999570846558,0,0,0
1.9299999475479126,0,0,0
1.940000057220459,0,0,0
1.9500000476837158,0,0,0
1.9600000381469727,0,0,0
1.9700000286102295,0,0,0
1.9800000190734863,0,0,0
1.9900000095367432,0,0,0
2,0,0,0
2.009999990463257,0,0,0
2.0199999809265137,0,0,0
2.0299999713897705,0,0,0
2.0399999618530273,0,0,0
2.049999952316284,0,0,0
2.059999942779541,0,0,0
2.069999933242798,0,0,0
2.0799999237060547,0,0,0
2.0899999141693115,0,0,0
2.0999999046325684,0,0,0
2.109999895095825,0,0,0
2.119999885559082,0,0,0
2.130000114440918,0,0,0
2.140000104904175,0,0,0
2.1500000953674316,0,0,0
2.1600000858306885,0,0,0
2.1700000762939453,0,0,0
2.180000066757202,0,0,0
2.190000057220459,0,0,0
2.200000047683716,0,0,0
2.2100000381469727,0,0,0
2.2200000286102295,0,0,0
2.2300000190734863,0,0,0
2.240000009536743,0,0,0
2.25,0,0,0
2.259999990463257,0,0,0
2.2699999809265137,0,0,0
2.2799999713897705,0,0,0
2.2899999618530273,0,0,0
2.299999952316284,0,0,0
2.309999942779541,0,0,0
2.319999933242798,0,0,0
2.3299999237060547,0,0,0
2.3399999141693115,0,0,0
2.3499999046325684,0,0,0
2.359999895095825,0,0,0
2.369999885559082,0,0,0
2.380000114440918,0,0,0
2.390000104904175,0,0,0
2.4000000953674316,0,0,-0.09090909361839294
2.4100000858306885,0,0,-0.34545454382896423
2.4200000762939453,0,0,-1
2.430000066757202,0,0,-2.0545456409454346
2.440000057220459,0,0,-3.4000000953674316
2.450000047683716,-0.00020000000949949026,-0.019999999552965164,-4.836363792419434
2.4600000381469727,-0.000800000037997961,-0.06000000238418579,-6.18181848526001
2.4700000286102295,-0.002400000113993883,-0.1599999964237213,-7.090909004211426
2.4800000190734863,-0.005200000014156103,-0.2800000309944153,-7.454545497894287
2.490000009536743,-0.009200000204145908,-0.4000000059604645,-7.272727966308594
2.5,-0.0142000000923872,-0.5,-6.545454502105713
2.509999990463257,-0.019999999552965164,-0.5800000429153442,-5.381817817687988
2.5199999809265137,-0.025999998673796654,-0.6000000238418579,-3.9090912342071533
2.5299999713897705,-0.03200000151991844,-0.6000000238418579,-2.4000000953674316
2.5399999618530273,-0.03799999877810478,-0.6000000238418579,-1.163636326789856
2.549999952316284,-0.04399999976158142,-0.6000000238418579,-0.4000000059604645
2.559999942779541,-0.05000000074505806,-0.6000000238418579,0.09090909361839294
2.569999933242798,-0.0560000017285347,-0.6000000238418579,0.21818184852600098
2.5799999237060547,-0.06180000305175781,-0.5800000429153442,0.1454545557498932
2.5899999141693115,-0.06759999692440033,-0.5800000429153442,0.16363637149333954
2.5999999046325684,-0.07360000163316727,-0.6000000238418579,0.2545454502105713
2.609999895095825,-0.07939999550580978,-0.5800000429153442,0.2181818187236786
2.619999885559082,-0.0851999968290329,-0.5800000429153442,0.2545454800128937
2.630000114440918,-0.09120000153779984,-0.6000000238418579,0.2545454800128937
2.640000104904175,-0.09699999541044235,-0.5800000429153442,0.3272727429866791
2.6500000953674316,-0.10260000079870224,-0.5600000619888306,0.3818182051181793
2.6600000858306885,-0.10840000212192535,-0.5800000429153442,0.4000000059604645
2.6700000762939453,-0.11400000005960464,-0.5600000619888306,0.3818182051181793
2.680000066757202,-0.11959999799728394,-0.5600000619888306,0.34545451402664185
2.690000057220459,-0.12520000338554382,-0.5600000619888306,0.1818181723356247
2.700000047683716,-0.1308000087738037,-0.5600000619888306,0.1818181872367859
2.7100000381469727,-0.13620001077651978,-0.5400000214576721,0.16363637149333954
2.7200000286102295,-0.14180000126361847,-0.5600000619888306,0.12727272510528564
2.7300000190734863,-0.14739999175071716,-0.5600000619888306,0.2545454502105713
2.740000009536743,-0.15299999713897705,-0.5600000619888306,0.2545454502105713
2.75,-0.1584000140428543,-0.5400000214576721,0.23636364936828613
2.759999990463257,-0.164000004529953,-0.5600000619888306,0.2909091114997864
2.7699999809265137,-0.16940000653266907,-0.5400000214576721,0.3272727131843567
2.7799999713897705,-0.1746000051498413,-0.5199999809265137,0.2545454502105713
2.7899999618530273,-0.17999999225139618,-0.5399999618530273,0.2545454502105713
2.799999952316284,-0.18539997935295105,-0.5400000214576721,0.2181818187236786
2.809999942779541,-0.19059999287128448,-0.5199999809265137,0.2545454502105713
2.819999933242798,-0.19600000977516174,-0.5399999618530273,0.2545454502105713
2.8299999237060547,-0.2013999968767166,-0.5400000214576721,0.30909091234207153
2.8399999141693115,-0.20659999549388885,-0.5199999809265137,0.34545454382896423
2.8499999046325684,-0.2118000090122223,-0.5199999809265137,0.3636363744735718
2.859999895095825,-0.21700000762939453,-0.5199999809265137,0.2545454502105713
2.869999885559082,-0.22200000286102295,-0.5,0.23636364936828613
2.880000114440918,-0.22699999809265137,-0.5,0.1090909093618393
2.890000104904175,-0.2321999967098236,-0.5199999809265137,0.1454545557498932
2.9000000953674316,-0.23719999194145203,-0.5,0.1454545557498932
2.9100000858306885,-0.24239997565746307,-0.5199999809265137,0.2181818187236786
2.9200000762939453,-0.2476000040769577,-0.5199999809265137,0.2545454502105713
2.930000066757202,-0.25280001759529114,-0.5199999809265137,0.3636363744735718
2.940000057220459,-0.25760000944137573,-0.48000001907348633,0.3636363744735718
2.950000047683716,-0.26260000467300415,-0.5,0.2545454502105713
2.9600000381469727,-0.26739996671676636,-0.48000001907348633,0.3272727429866791
2.9700000286102295,-0.27219998836517334,-0.48000001907348633,0.27272728085517883
2.9800000190734863,-0.27699998021125793,-0.48000001907348633,0.1818181723356247
2.990000009536743,-0.28200000524520874,-0.5,0.05454544350504875
3,-0.28700000047683716,-0.5,0.20000000298023224
3.009999990463257,-0.29179999232292175,-0.48000001907348633,0.12727272510528564
3.0199999809265137,-0.29660001397132874,-0.48000001907348633,0.1454545557498932
3.0299999713897705,-0.30140000581741333,-0.48000001907348633,0.2545454502105713
3.0399999618530273,-0.3061999976634979,-0.48000001907348633,0.34545454382896423
3.049999952316284,-0.3108000159263611,-0.4599999785423279,0.30909091234207153
3.059999942779541,-0.3156000077724457,-0.48000001907348633,0.23636364936828613
3.069999933242798,-0.3203999996185303,-0.48000001907348633,0.3272727131843567
3.0799999237060547,-0.32499998807907104,-0.4599999785423279,0.2909091114997864
3.0899999141693115,-0.3296000063419342,-0.4599999785423279,0.3272727131843567
3.0999999046325684,-0.334199994802475,-0.4599999785423279,0.23636361956596375
3.109999895095825,-0.33880001306533813,-0.4599999785423279,0.3272727131843567
3.119999885559082,-0.34320002794265747,-0.4399999976158142,0.2909091114997864
3.130000114440918,-0.34779998660087585,-0.4599999785423279,0.2181818187236786
3.140000104904175,-0.3521999716758728,-0.4399999976158142,0.2181818187236786
3.1500000953674316,-0.35680001974105835,-0.4599999785423279,0.2909091114997864
3.1600000858306885,-0.3612000048160553,-0.4399999976158142,0.23636364936828613
3.1700000762939453,-0.36559998989105225,-0.4399999976158142,0.16363637149333954
3.180000066757202,-0.3699999749660492,-0.4399999678134918,0.27272728085517883
3.190000057220459,-0.37439998984336853,-0.4399999976158142,0.2545454502105713
3.200000047683716,-0.37860000133514404,-0.41999998688697815,0.30909091234207153
3.2100000381469727,-0.382999986410141,-0.4399999678134918,0.23636364936828613
3.2200000286102295,-0.3874000012874603,-0.4399999976158142,0.23636361956596375
3.2300000190734863,-0.39159998297691345,-0.41999998688697815,0.2181818187236786
3.240000009536743,-0.39579999446868896,-0.41999998688697815,0.18181820213794708
3.25,-0.4000000059604645,-0.41999998688697815,0.12727272510528564
3.259999990463257,-0.40420001745224,-0.41999998688697815,0.2545454800128937
3.2699999809265137,-0.4083999991416931,-0.42000001668930054,0.2545454800128937
3.2799999713897705,-0.41259998083114624,-0.41999998688697815,0.21818184852600098
3.2899999618530273,-0.41680002212524414,-0.41999998688697815,0.2545454502105713
3.299999952316284,-0.4209999442100525,-0.41999998688697815,0.27272728085517883
3.309999942779541,-0.42500001192092896,-0.4000000059604645,0.3636363744735718
3.319999933242798,-0.42899999022483826,-0.4000000059604645,0.41818180680274963
3.3299999237060547,-0.43300002813339233,-0.4000000059604645,0.4363636374473572
3.3399999141693115,-0.43699997663497925,-0.4000000059604645,0.41818180680274963
3.3499999046325684,-0.44099998474121094,-0.4000000059604645,0.45454543828964233
3.359999895095825,-0.4447999894618988,-0.3800000250339508,0.34545454382896423
3.369999885559082,-0.44859999418258667,-0.3799999952316284,0.30909091234207153
3.380000114440918,-0.45239996910095215,-0.3799999952316284,0.2545454502105713
3.390000104904175,-0.4562000334262848,-0.3799999952316284,0.27272728085517883
3.4000000953674316,-0.45980000495910645,-0.35999998450279236,0.16363637149333954
3.4100000858306885,-0.4636000096797943,-0.3799999952316284,0.0363636389374733
3.4200000762939453,-0.4673999845981598,-0.3799999952316284,0.09090909361839294
3.430000066757202,-0.47119998931884766,-0.3799999952316284,0.12727272510528564
3.440000057220459,-0.4748000204563141,-0.35999998450279236,0.1454545557498932
3.450000047683716,-0.4785999655723572,-0.3799999952316284,0.1454545557498932
3.4600000381469727,-0.48240000009536743,-0.3799999952316284,0.3272727131843567
3.4700000286102295,-0.4860000014305115,-0.35999998450279236,0.2909091114997864
3.4800000190734863,-0.4896000027656555,-0.36000001430511475,0.3272727131843567
3.490000009536743,-0.49320000410079956,-0.35999998450279236,0.3272727131843567
3.5,-0.4968000054359436,-0.36000001430511475,0.4000000059604645
3.509999990463257,-0.5001999735832214,-0.3400000035762787,0.34545454382896423
3.5199999809265137,-0.5037999749183655,-0.36000001430511475,0.34545454382896423
3.5299999713897705,-0.5071999430656433,-0.3400000035762787,0.30909091234207153
3.5399999618530273,-0.5105999708175659,-0.3400000035762787,0.2545454800128937
3.549999952316284,-0.5139999985694885,-0.3399999737739563,0.27272728085517883
3.559999942779541,-0.5173999667167664,-0.3400000035762787,0.2545454502105713
3.569999933242798,-0.5205999612808228,-0.3199999928474426,0.2181818187236786
3.5799999237060547,-0.5239999890327454,-0.3399999737739563,0.16363637149333954
3.5899999141693115,-0.5273999571800232,-0.3400000035762787,0.1818181872367859
3.5999999046325684,-0.5305999517440796,-0.3199999928474426,0.1818181872367859
3.609999895095825,-0.5338000059127808,-0.3199999928474426,0.16363635659217834
3.619999885559082,-0.5371999740600586,-0.3399999737739563,0.2181818187236786
3.630000114440918,-0.540399968624115,-0.320000022649765,0.34545454382896423
3.640000104904175,-0.5435999631881714,-0.3199999928474426,0.34545454382896423
3.6500000953674316,-0.5468000173568726,-0.3199999928474426,0.30909091234207153
3.6600000858306885,-0.550000011920929,-0.3199999928474426,0.34545454382896423
3.6700000762939453,-0.5530000329017639,-0.30000001192092896,0.3636363744735718
3.680000066757202,-0.5559999942779541,-0.30000001192092896,0.2545454800128937
3.690000057220459,-0.5590000152587891,-0.30000001192092896,0.2181818187236786
3.700000047683716,-0.562000036239624,-0.30000001192092896,0.16363637149333954
3.7100000381469727,-0.565000057220459,-0.30000001192092896,0.09090909361839294
3.7200000286102295,-0.5679999589920044,-0.30000001192092896,6.46011022453763e-14
3.7300000190734863,-0.5709999799728394,-0.30000001192092896,0.09090909361839294
3.740000009536743,-0.5740000009536743,-0.30000001192092896,0.16363637149333954
3.75,-0.5770000219345093,-0.30000001192092896,0.2181818187236786
3.759999990463257,-0.5800000429153442,-0.30000001192092896,0.2545454502105713
3.7699999809265137,-0.5830000042915344,-0.30000001192092896,0.3636363446712494
3.7799999713897705,-0.585800051689148,-0.2800000309944153,0.34545454382896423
3.7899999618530273,-0.5886000394821167,-0.2800000309944153,0.30909091234207153
3.799999952316284,-0.5914000272750854,-0.2800000309944153,0.2545454502105713
3.809999942779541,-0.5941999554634094,-0.2800000309944153,0.27272728085517883
3.819999933242798,-0.5967999696731567,-0.2600000202655792,0.16363637149333954
3.8299999237060547,-0.5996000170707703,-0.2800000309944153,0.12727272510528564
3.8399999141693115,-0.602400004863739,-0.2800000309944153,0.2545454502105713
3.8499999046325684,-0.6051999926567078,-0.2800000309944153,0.4363636374473572
3.859999895095825,-0.6078000068664551,-0.2600000202655792,0.47272729873657227
3.869999885559082,-0.6105999946594238,-0.2800000309944153,0.5636364221572876
3.880000114440918,-0.6132000088691711,-0.2600000202655792,0.6181818246841431
3.890000104904175,-0.6155999898910522,-0.24000000953674316,0.5454545617103577
3.9000000953674316,-0.6177999973297119,-0.2199999988079071,0.4363636374473572
3.9100000858306885,-0.6202000379562378,-0.24000000953674316,0.2909091114997864
3.9200000762939453,-0.6223999857902527,-0.2199999988079071,0.2181818187236786
3.930000066757202,-0.6248000264167786,-0.24000000953674316,0.10909092426300049
3.940000057220459,-0.6272000074386597,-0.24000000953674316,-0.0363636389374733
3.950000047683716,-0.6295999884605408,-0.24000000953674316,-0.09090909361839294
3.9600000381469727,-0.6320000290870667,-0.24000000953674316,0.05454545468091965
3.9700000286102295,-0.6344000101089478,-0.24000000953674316,0.09090909361839294
3.9800000190734863,-0.6366000175476074,-0.2199999988079071,0.2181818187236786
3.990000009536743,-0.6390000581741333,-0.24000000953674316,0.23636364936828613
4,-0.6413999795913696,-0.24000000953674316,0.23636361956596375
4.010000228881836,-0.6435999870300293,-0.2199999988079071,0.2181818187236786
4.019999980926514,-0.645799994468689,-0.2199999988079071,0.18181820213794708
4.03000020980835,-0.6480000019073486,-0.2199999988079071,0.12727272510528564
4.039999961853027,-0.6502000093460083,-0.2199999988079071,0.2545454800128937
4.050000190734863,-0.652400016784668,-0.2199999988079071,0.2545454800128937
4.059999942779541,-0.6545999646186829,-0.2199999988079071,0.21818184852600098
4.070000171661377,-0.6567999720573425,-0.2199999988079071,0.2545454502105713
4.079999923706055,-0.659000039100647,-0.2199999988079071,0.27272728085517883
4.090000152587891,-0.6610000133514404,-0.20000000298023224,0.27272728085517883
4.099999904632568,-0.6629999876022339,-0.20000000298023224,0.2545454800128937
4.110000133514404,-0.6649999618530273,-0.20000000298023224,0.2181818187236786
4.119999885559082,-0.6669999957084656,-0.20000000298023224,0.2545454800128937
4.130000114440918,-0.6690000295639038,-0.20000000298023224,0.2545454502105713
4.139999866485596,-0.6710000038146973,-0.20000000298023224,0.2181818187236786
4.150000095367432,-0.6729999780654907,-0.20000000298023224,0.2545454502105713
4.159999847412109,-0.675000011920929,-0.20000000298023224,0.27272728085517883
4.170000076293945,-0.6767999529838562,-0.18000000715255737,0.27272728085517883
4.179999828338623,-0.6785999536514282,-0.18000000715255737,0.2545454502105713
4.190000057220459,-0.680400013923645,-0.17999999225139618,0.2181818187236786
4.199999809265137,-0.682200014591217,-0.17999999225139618,0.2545454800128937
4.210000038146973,-0.6840000152587891,-0.17999999225139618,0.2545454800128937
4.21999979019165,-0.6857999563217163,-0.18000000715255737,0.12727274000644684
4.230000019073486,-0.6876000165939331,-0.18000000715255737,0.09090909361839294
4.239999771118164,-0.6894000172615051,-0.17999999225139618,0.05454545468091965
4.25,-0.6910000443458557,-0.1599999964237213,0.01818181946873665
4.260000228881836,-0.6926000118255615,-0.1599999964237213,-0.01818181946873665
4.269999980926514,-0.6943999528884888,-0.17999999225139618,-0.05454545468091965
4.28000020980835,-0.6962000131607056,-0.17999999225139618,-2.567668300201831e-13
4.289999961853027,-0.6980000138282776,-0.17999999225139618,0.12727272510528564
4.300000190734863,-0.6997999548912048,-0.18000000715255737,0.12727272510528564
4.309999942779541,-0.7015999555587769,-0.18000000715255737,0.30909091234207153
4.320000171661377,-0.7034000158309937,-0.17999999225139618,0.47272729873657227
4.329999923706055,-0.7049999833106995,-0.1599999964237213,0.5090909004211426
4.340000152587891,-0.7064000368118286,-0.14000001549720764,0.5090909004211426
4.349999904632568,-0.7080000042915344,-0.1599999964237213,0.5636363625526428
4.360000133514404,-0.7093999981880188,-0.14000001549720764,0.47272729873657227
4.369999885559082,-0.7107999920845032,-0.14000000059604645,0.4363636374473572
4.380000114440918,-0.7121999859809875,-0.14000001549720764,0.34545454382896423
4.389999866485596,-0.7136000394821167,-0.14000001549720764,0.2181818187236786
4.400000095367432,-0.7148000001907349,-0.12000000476837158,0.1818181723356247
4.409999847412109,-0.7161999940872192,-0.14000000059604645,0.12727272510528564
4.420000076293945,-0.7174000144004822,-0.12000000476837158,0.1454545557498932
4.429999828338623,-0.7185999751091003,-0.12000000476837158,0.1454545557498932
4.440000057220459,-0.7199999690055847,-0.14000000059604645,0.2181818187236786
4.449999809265137,-0.7214000225067139,-0.14000001549720764,0.2545454800128937
4.460000038146973,-0.722599983215332,-0.12000000476837158,0.3636363744735718
4.46999979019165,-0.723800003528595,-0.12000000476837158,0.34545454382896423
4.480000019073486,-0.7250000238418579,-0.12000000476837158,0.4000000059604645
4.489999771118164,-0.7259999513626099,-0.10000000149011612,0.4363636374473572
4.5,-0.7269999980926514,-0.10000000149011612,0.2545454502105713
4.510000228881836,-0.7280000448226929,-0.10000000149011612,0.1454545557498932
4.519999980926514,-0.7289999723434448,-0.10000000149011612,0.10909092426300049
4.53000020980835,-0.7300000190734863,-0.10000000149011612,0.05454545468091965
4.539999961853027,-0.7310000658035278,-0.10000000149011612,-0.01818181946873665
4.550000190734863,-0.732200026512146,-0.12000000476837158,0.09090909361839294
4.559999942779541,-0.733199954032898,-0.10000000149011612,0.09090909361839294
4.570000171661377,-0.7342000007629395,-0.10000000149011612,0.09090909361839294
4.579999923706055,-0.7351999878883362,-0.10000000149011612,0.1818181872367859
4.590000152587891,-0.7361999750137329,-0.10000000149011612,0.2545454800128937
4.599999904632568,-0.7369999885559082,-0.07999999821186066,0.30909091234207153
4.610000133514404,-0.7380000352859497,-0.10000000149011612,0.23636364936828613
4.619999885559082,-0.7389999628067017,-0.10000000149011612,0.3272727429866791
4.630000114440918,-0.739799976348877,-0.07999999821186066,0.2909091114997864
4.639999866485596,-0.7405999898910522,-0.07999999821186066,0.23636364936828613
4.650000095367432,-0.7414000630378723,-0.07999999821186066,0.16363635659217834
4.659999847412109,-0.7422000169754028,-0.07999999821186066,0.27272728085517883
4.670000076293945,-0.7427999973297119,-0.06000000238418579,0.16363637149333954
4.679999828338623,-0.7436000108718872,-0.07999999821186066,0.12727272510528564
4.690000057220459,-0.7443999648094177,-0.07999999821186066,0.16363637149333954
4.699999809265137,-0.7452000379562378,-0.07999999821186066,0.2727273106575012
4.710000038146973,-0.7457999587059021,-0.06000000238418579,0.2545454502105713
4.71999979019165,-0.7466000318527222,-0.07999999821186066,0.2181818038225174
4.730000019073486,-0.7471999526023865,-0.06000000238418579,0.27272728085517883
4.739999771118164,-0.7477999925613403,-0.06000000238418579,0.30909091234207153
4.75,-0.7482000589370728,-0.03999999910593033,0.2181818187236786
4.760000228881836,-0.7488000392913818,-0.06000000238418579,0.20000001788139343
4.769999980926514,-0.7494000196456909,-0.06000000238418579,0.2545454800128937
4.78000020980835,-0.75,-0.06000000238418579,0.18181820213794708
4.789999961853027,-0.7503999471664429,-0.03999999910593033,0.09090909361839294
4.800000190734863,-0.7510000467300415,-0.06000000238418579,0.09090909361839294
4.809999942779541,-0.7514000535011292,-0.03999999910593033,0.1818181872367859
4.820000171661377,-0.751800000667572,-0.03999999910593033,0.16363637149333954
4.829999923706055,-0.7522000074386597,-0.03999999910593033,0.12727272510528564
4.840000152587891,-0.7527999877929688,-0.06000000238418579,0.16363635659217834
4.849999904632568,-0.7531999349594116,-0.03999999910593033,0.1818181872367859
4.860000133514404,-0.753600001335144,-0.03999999910593033,0.09090909361839294
4.869999885559082,-0.7540000081062317,-0.03999999910593033,0.1818181872367859
4.880000114440918,-0.7544000744819641,-0.03999999910593033,0.2545454502105713
4.889999866485596,-0.7546000480651855,-0.019999999552965164,0.2181818187236786
4.900000095367432,-0.7550000548362732,-0.03999999910593033,0.16363637149333954
4.909999847412109,-0.7554000616073608,-0.03999999910593033,0.1818181872367859
4.920000076293945,-0.7556000351905823,-0.019999999552965164,0.1818181872367859
4.929999828338623,-0.7558000087738037,-0.019999999552965164,0.16363635659217834
4.940000057220459,-0.7561999559402466,-0.03999999910593033,0.2181818187236786
4.949999809265137,-0.7563999891281128,-0.019999999552965164,0.2545454800128937
4.960000038146973,-0.756600022315979,-0.019999999552965164,0.1818181872367859
4.96999979019165,-0.7567999958992004,-0.019999999552965164,0.09090908616781235
4.980000019073486,-0.7570000290870667,-0.019999999552965164,0.09090909361839294
4.989999771118164,-0.7570000290870667,-1.2434497875801753e-13,0.09090909361839294
5,-0.7572000026702881,-0.019999999552965164,0.0727272778749466
5.010000228881836,-0.7573999762535095,-0.019999999552965164,0.12727272510528564
5.019999980926514,-0.757599949836731,-0.019999999552965164,0.16363635659217834
5.03000020980835,-0.7577999830245972,-0.019999999552965164,0.1818181723356247
5.039999961853027,-0.7579999566078186,-0.019999999552965164,0.1818181872367859
5.050000190734863,-0.7579999566078186,-1.2612133559741778e-13,0.27272728085517883
5.059999942779541,-0.7579999566078186,0,0.2545454800128937
5.070000171661377,-0.7579999566078186,0,0.2181818187236786
5.079999923706055,-0.7579999566078186,0,0.16363637149333954
5.090000152587891,-0.7579999566078186,0,0.09090909361839294
5.099999904632568,-0.7579999566078186,0,5.813544090571554e-13
5.110000133514404,-0.7579999566078186,0,0
5.119999885559082,-0.7579999566078186,0,0
5.130000114440918,-0.7579999566078186,0,0
5.139999866485596,-0.7579999566078186,0,0
5.150000095367432,-0.7579999566078186,0,0
5.159999847412109,-0.7579999566078186,0,0
5.170000076293945,-0.7579999566078186,0,0
5.179999828338623,-0.7579999566078186,0,0
5.190000057220459,-0.7579999566078186,0,0
5.199999809265137,-0.7579999566078186,0,0
5.210000038146973,-0.7579999566078186,0,0
5.21999979019165,-0.7579999566078186,0,0
5.230000019073486,-0.7579999566078186,0,0
5.239999771118164,-0.7579999566078186,0,0
5.25,-0.7579999566078186,0,0
5.260000228881836,-0.7579999566078186,0,0
5.269999980926514,-0.7579999566078186,0,0
5.28000020980835,-0.7579999566078186,0,0
5.289999961853027,-0.7579999566078186,0,0
5.300000190734863,-0.7579999566078186,0,0
5.309999942779541,-0.7579999566078186,0,0
5.320000171661377,-0.7579999566078186,0,0
5.329999923706055,-0.7579999566078186,0,0
5.340000152587891,-0.7579999566078186,0,0
5.349999904632568,-0.7579999566078186,0,0
