Time (s),Voltage (V)
0.004999999888241291,1.4481319189071655
0.009999999776482582,1.4481319189071655
0.014999999664723873,1.452161192893982
0.019999999552965164,1.4561904668807983
0.02500000037252903,1.455384612083435
0.029999999329447746,1.4545787572860718
0.03500000014901161,1.455384612083435
0.03999999910593033,1.4561904668807983
0.04500000178813934,1.452161192893982
0.05000000074505806,1.4481319189071655
0.054999999701976776,1.4517582654953003
0.05999999865889549,1.455384612083435
0.06499999761581421,1.455384612083435
0.07000000029802322,1.455384612083435
0.07500000298023224,1.455384612083435
0.07999999821186066,1.455384612083435
0.08500000089406967,1.4525641202926636
0.09000000357627869,1.449743628501892
0.0949999988079071,1.4525641202926636
0.10000000149011612,1.455384612083435
0.10499999672174454,1.4517582654953003
0.10999999940395355,1.4481319189071655
0.11500000208616257,1.4517582654953003
0.11999999731779099,1.455384612083435
0.125,1.455384612083435
0.12999999523162842,1.455384612083435
0.13500000536441803,1.455384612083435
0.14000000059604645,1.455384612083435
0.14499999582767487,1.4517582654953003
0.15000000596046448,1.4481319189071655
0.1550000011920929,1.4493407011032104
0.1599999964237213,1.4505494832992554
0.16500000655651093,1.452161192893982
0.17000000178813934,1.4537729024887085
0.17499999701976776,1.4549816846847534
0.18000000715255737,1.4561904668807983
0.1850000023841858,1.4557875394821167
0.1899999976158142,1.455384612083435
0.19499999284744263,1.4529670476913452
0.20000000298023224,1.4505494832992554
0.20499999821186066,1.4533699750900269
0.20999999344348907,1.4561904668807983
0.2150000035762787,1.4561904668807983
0.2199999988079071,1.4561904668807983
0.22499999403953552,1.4549816846847534
0.23000000417232513,1.4537729024887085
0.23499999940395355,1.452161192893982
0.23999999463558197,1.4505494832992554
0.24500000476837158,1.4493407011032104
0.25,1.4481319189071655
0.2549999952316284,1.4489377737045288
0.25999999046325684,1.449743628501892
0.26499998569488525,1.4525641202926636
0.27000001072883606,1.455384612083435
0.2750000059604645,1.455384612083435
0.2800000011920929,1.455384612083435
0.2849999964237213,1.4525641202926636
0.28999999165534973,1.449743628501892
0.29499998688697815,1.4525641202926636
0.30000001192092896,1.455384612083435
0.3050000071525574,1.455384612083435
0.3100000023841858,1.455384612083435
0.3149999976158142,1.455384612083435
0.3199999928474426,1.455384612083435
0.32499998807907104,1.4525641202926636
0.33000001311302185,1.449743628501892
0.33500000834465027,1.4489377737045288
0.3400000035762787,1.4481319189071655
0.3449999988079071,1.4517582654953003
0.3499999940395355,1.455384612083435
0.35499998927116394,1.4545787572860718
0.36000001430511475,1.4537729024887085
0.36500000953674316,1.4545787572860718
0.3700000047683716,1.455384612083435
0.375,1.4541758298873901
0.3799999952316284,1.4529670476913452
0.38499999046325684,1.4505494832992554
0.38999998569488525,1.4481319189071655
0.39500001072883606,1.4489377737045288
0.4000000059604645,1.449743628501892
0.4050000011920929,1.4525641202926636
0.4099999964237213,1.455384612083435
0.41499999165534973,1.455384612083435
0.41999998688697815,1.455384612083435
0.42500001192092896,1.455384612083435
0.4300000071525574,1.455384612083435
0.4350000023841858,1.455384612083435
0.4399999976158142,1.455384612083435
0.4449999928474426,1.455384612083435
0.44999998807907104,1.455384612083435
0.45500001311302185,1.4517582654953003
0.46000000834465027,1.4481319189071655
0.4650000035762787,1.4517582654953003
0.4699999988079071,1.455384612083435
0.4749999940395355,1.4537729024887085
0.47999998927116394,1.452161192893982
0.48500001430511475,1.4501465559005737
0.49000000953674316,1.4481319189071655
0.4950000047683716,1.4517582654953003
0.5,1.455384612083435
0.5049999952316284,1.4517582654953003
0.5099999904632568,1.4481319189071655
0.5149999856948853,1.4517582654953003
0.5199999809265137,1.455384612083435
0.5249999761581421,1.455384612083435
0.5299999713897705,1.455384612083435
0.5350000262260437,1.4545787572860718
0.5400000214576721,1.4537729024887085
0.5450000166893005,1.4545787572860718
0.550000011920929,1.455384612083435
0.5550000071525574,1.4549816846847534
0.5600000023841858,1.4545787572860718
0.5649999976158142,1.4545787572860718
