Time (s),Voltage (mV)
0.00020833333837799728,0.5829408764839172
0.00041666667675599456,0.5829408764839172
0.0006249999860301614,0.5829408764839172
0.0008333333535119891,0.5829408764839172
0.0010416667209938169,0.5829408764839172
0.0012499999720603228,0.5829408764839172
0.0014583333395421505,0.5829408764839172
0.0016666667070239782,0.5829408764839172
0.0018749999580904841,0.5829408764839172
0.0020833334419876337,0.5829408764839172
0.002291666576638818,0.5834301710128784
0.0024999999441206455,0.5829778909683228
0.0027083333116024733,0.5834240317344666
0.002916666679084301,0.5834641456604004
0.0031250000465661287,0.5834641456604004
0.0033333334140479565,0.5829902291297913
0.003541666781529784,0.583411693572998
0.0037499999161809683,0.5829964280128479
0.003958333283662796,0.5829408764839172
0.004166666883975267,0.5829408764839172
0.0043750000186264515,0.5829408764839172
0.004583333153277636,0.5829408764839172
0.004791666753590107,0.5829408764839172
0.004999999888241291,0.5829408764839172
0.0052083334885537624,0.5829408764839172
0.0054166666232049465,0.5829408764839172
0.005625000223517418,0.5829408764839172
0.005833333358168602,0.5829408764839172
0.006041666492819786,0.5829408764839172
0.0062500000931322575,0.5829408764839172
0.0064583332277834415,0.5829408764839172
0.006666666828095913,0.5829408764839172
0.006874999962747097,0.5829408764839172
0.007083333563059568,0.5829408764839172
0.0072916666977107525,0.5829408764839172
0.007499999832361937,0.5829408764839172
0.007708333432674408,0.5829408764839172
0.007916666567325592,0.5829408764839172
0.008124999701976776,0.5829408764839172
0.008333333767950535,0.5829408764839172
0.008541666902601719,0.5829408764839172
0.008750000037252903,0.5829408764839172
0.008958333171904087,0.5829408764839172
0.009166666306555271,0.5829408764839172
0.00937500037252903,0.5829408764839172
0.009583333507180214,0.5829408764839172
0.009791666641831398,0.5829408764839172
0.009999999776482582,0.5829408764839172
0.010208332911133766,0.5829408764839172
0.010416666977107525,0.5829408764839172
0.010625000111758709,0.5829408764839172
0.010833333246409893,0.5829408764839172
0.011041666381061077,0.5829408764839172
0.011250000447034836,0.5829408764839172
0.01145833358168602,0.5829408764839172
0.011666666716337204,0.5829408764839172
0.011874999850988388,0.5829408764839172
0.012083332985639572,0.5829408764839172
0.01229166705161333,0.5832820534706116
0.012500000186264515,0.5831260681152344
0.012708333320915699,0.5829408764839172
0.012916666455566883,0.5829408764839172
0.013124999590218067,0.5829408764839172
0.013333333656191826,0.5829408764839172
0.01354166679084301,0.5829408764839172
0.013749999925494194,0.5829408764839172
0.013958333060145378,0.5829408764839172
0.014166667126119137,0.5832542777061462
0.014375000260770321,0.5831538438796997
0.014583333395421505,0.5829408764839172
0.014791666530072689,0.583245038986206
0.014999999664723873,0.5831630825996399
0.015208333730697632,0.5832388401031494
0.015416666865348816,0.5834641456604004
0.015625,0.5834641456604004
0.015833333134651184,0.5834641456604004
0.016041666269302368,0.5834641456604004
0.016249999403953552,0.5834641456604004
0.016458332538604736,0.5834641456604004
0.01666666753590107,0.5831877589225769
0.016875000670552254,0.5832141637802124
0.017083333805203438,0.5834641456604004
0.017291666939854622,0.5834641456604004
0.017500000074505806,0.5834641456604004
0.01770833320915699,0.5834641456604004
0.017916666343808174,0.5834641456604004
