Time (s),Voltage (mV)
0.00020833333837799728,-0.017791731283068657
0.00041666667675599456,-0.017791731283068657
0.0006249999860301614,-0.01728030852973461
0.0008333333535119891,-0.017775913700461388
0.0010416667209938169,-0.017791731283068657
0.0012499999720603228,-0.017791731283068657
0.0014583333395421505,-0.017791731283068657
0.0016666667070239782,-0.017791731283068657
0.0018749999580904841,-0.017791731283068657
0.0020833334419876337,-0.017791731283068657
0.002291666576638818,-0.017791731283068657
0.0024999999441206455,-0.017791731283068657
0.0027083333116024733,-0.017791731283068657
0.002916666679084301,-0.018259655684232712
0.0031250000465661287,-0.018315019086003304
0.0033333334140479565,-0.018315019086003304
0.003541666781529784,-0.018315019086003304
0.0037499999161809683,-0.018315019086003304
0.003958333283662796,-0.018315019086003304
0.004166666883975267,-0.018315019086003304
0.0043750000186264515,-0.018315019086003304
0.004583333153277636,-0.01875130459666252
0.004791666753590107,-0.0184059739112854
0.004999999888241291,-0.018315019086003304
0.0052083334885537624,-0.01873944140970707
0.0054166666232049465,-0.0188383050262928
0.005625000223517418,-0.0188383050262928
0.005833333358168602,-0.018425747752189636
0.006041666492819786,-0.01872362196445465
0.0062500000931322575,-0.0188383050262928
0.0064583332277834415,-0.018437610939145088
0.006666666828095913,-0.0187117587774992
0.006874999962747097,-0.0188383050262928
0.007083333563059568,-0.0188383050262928
0.0072916666977107525,-0.018453428521752357
0.007499999832361937,-0.018315019086003304
0.007708333432674408,-0.018315019086003304
0.007916666567325592,-0.018315019086003304
0.008124999701976776,-0.018315019086003304
0.008333333767950535,-0.018315019086003304
0.008541666902601719,-0.018315019086003304
0.008750000037252903,-0.018315019086003304
0.008958333171904087,-0.01866825856268406
0.009166666306555271,-0.018489019945263863
0.00937500037252903,-0.018315019086003304
0.009583333507180214,-0.018315019086003304
0.009791666641831398,-0.018315019086003304
0.009999999776482582,-0.018315019086003304
0.010208332911133766,-0.017985505983233452
0.010416666977107525,-0.01811728999018669
0.010625000111758709,-0.018315019086003304
0.010833333246409893,-0.017997369170188904
0.011041666381061077,-0.01810542680323124
0.011250000447034836,-0.018315019086003304
0.01145833358168602,-0.018315019086003304
0.011666666716337204,-0.018315019086003304
0.011874999850988388,-0.018315019086003304
0.012083332985639572,-0.018021097406744957
0.01229166705161333,-0.018081698566675186
0.012500000186264515,-0.01802900619804859
0.012708333320915699,-0.017791731283068657
0.012916666455566883,-0.017791731283068657
0.013124999590218067,-0.017791731283068657
0.013333333656191826,-0.017791731283068657
0.01354166679084301,-0.017791731283068657
0.013749999925494194,-0.017791731283068657
0.013958333060145378,-0.017791731283068657
0.014166667126119137,-0.017791731283068657
0.014375000260770321,-0.017791731283068657
0.014583333395421505,-0.017791731283068657
0.014791666530072689,-0.017791731283068657
0.014999999664723873,-0.01755317486822605
0.015208333730697632,-0.01726844534277916
0.015416666865348816,-0.01726844534277916
0.015625,-0.01726844534277916
0.015833333134651184,-0.01726844534277916
0.016041666269302368,-0.01726844534277916
0.016249999403953552,-0.01726844534277916
0.016458332538604736,-0.01726844534277916
0.01666666753590107,-0.01726844534277916
0.016875000670552254,-0.01726844534277916
0.017083333805203438,-0.01726844534277916
0.017291666939854622,-0.01726844534277916
0.017500000074505806,-0.01726844534277916
0.01770833320915699,-0.01726844534277916
0.017916666343808174,-0.01726844534277916
0.018124999478459358,-0.01726844534277916
0.018333332613110542,-0.01726844534277916
0.018541665747761726,-0.01726844534277916
0.01875000074505806,-0.01726844534277916
0.018958333879709244,-0.01726844534277916
0.019166667014360428,-0.01726844534277916
0.019375000149011612,-0.01726844534277916
0.019583333283662796,-0.01726844534277916
0.01979166641831398,-0.01741604693233967
0.019999999552965164,-0.017791731283068657
0.02020833268761635,-0.017791731283068657
0.020416665822267532,-0.017791731283068657
0.020625000819563866,-0.017791731283068657
0.02083333395421505,-0.017791731283068657
0.021041667088866234,-0.017791731283068657
0.021250000223517418,-0.017791731283068657
0.021458333358168602,-0.017907697707414627
0.021666666492819786,-0.018315019086003304
0.02187499962747097,-0.018206963315606117
0.022083332762122154,-0.017791731283068657
0.02229166589677334,-0.017791731283068657
0.02250000089406967,-0.017791731283068657
0.022708334028720856,-0.017791731283068657
0.02291666716337204,-0.017880015075206757
0.023125000298023224,-0.01823068968951702
0.023333333432674408,-0.017872106283903122
0.023541666567325592,-0.018315019086003304
0.023749999701976776,-0.018315019086003304
0.02395833283662796,-0.018315019086003304
0.024166665971279144,-0.018315019086003304
0.02437499910593033,-0.018254417926073074
0.02458333410322666,-0.01784837804734707
0.024791667237877846,-0.018315019086003304
0.02500000037252903,-0.018315019086003304
0.025208333507180214,-0.018315019086003304
0.025416666641831398,-0.018315019086003304
0.025624999776482582,-0.018315019086003304
0.025833332911133766,-0.018315019086003304
0.02604166604578495,-0.018315019086003304
0.026249999180436134,-0.018340028822422028
0.026458334177732468,-0.0188383050262928
0.02666666731238365,-0.0188383050262928
0.026875000447034836,-0.0188383050262928
0.02708333358168602,-0.0188383050262928
0.027291666716337204,-0.0188383050262928
0.027499999850988388,-0.0188383050262928
0.027708332985639572,-0.0188383050262928
0.027916666120290756,-0.0188383050262928
0.02812499925494194,-0.018325600773096085
0.028333334252238274,-0.018315019086003304
0.028541667386889458,-0.018315019086003304
0.028750000521540642,-0.018315019086003304
0.028958333656191826,-0.018315019086003304
