Time (s),Intensity,Intensity
0.00041666667675599456,8.173999786376953,0.4440000057220459
0.0008333333535119891,8.173999786376953,0.4440000057220459
0.0012499999720603228,8.173999786376953,0.4440000057220459
0.0016666667070239782,8.173999786376953,0.4440000057220459
0.0020833334419876337,8.173999786376953,0.4440000057220459
0.0024999999441206455,8.173999786376953,0.4440000057220459
0.002916666679084301,8.173999786376953,0.4440000057220459
0.0033333334140479565,8.173999786376953,0.4440000057220459
0.0037499999161809683,8.173999786376953,0.4440000057220459
0.004166666883975267,8.173999786376953,0.4459136426448822
0.004583333153277636,8.17209529876709,0.44409501552581787
0.004999999888241291,8.173895835876465,0.44210365414619446
0.0054166666232049465,8.173999786376953,0.44577541947364807
0.005833333358168602,8.173999786376953,0.44412094354629517
0.0062500000931322575,8.173999786376953,0.4440000057220459
0.006666666828095913,8.173999786376953,0.4440000057220459
0.007083333563059568,8.173999786376953,0.4440000057220459
0.007499999832361937,8.173999786376953,0.4440000057220459
0.007916666567325592,8.173999786376953,0.4440000057220459
0.008333333767950535,8.173999786376953,0.4440000057220459
0.008750000037252903,8.173999786376953,0.4440000057220459
0.009166666306555271,8.173999786376953,0.4440000057220459
0.009583333507180214,8.173999786376953,0.4440000057220459
0.009999999776482582,8.173999786376953,0.4440000057220459
0.010416666977107525,8.173999786376953,0.4440000057220459
0.010833333246409893,8.173999786376953,0.4440000057220459
0.011250000447034836,8.173999786376953,0.4440000057220459
0.011666666716337204,8.173999786376953,0.4440000057220459
0.012083332985639572,8.173999786376953,0.4440000057220459
0.012500000186264515,8.173999786376953,0.4440000057220459
0.012916666455566883,8.173999786376953,0.4440000057220459
0.013333333656191826,8.173999786376953,0.4440000057220459
0.013749999925494194,8.173999786376953,0.44228503108024597
0.014166667126119137,8.172293663024902,0.44370633363723755
0.014583333395421505,8.17199993133545,0.4440000057220459
0.014999999664723873,8.173688888549805,0.4440000057220459
0.015416666865348816,8.173999786376953,0.4440000057220459
0.015833333134651184,8.173999786376953,0.4440000057220459
0.016249999403953552,8.173999786376953,0.4440000057220459
0.01666666753590107,8.173999786376953,0.4440000057220459
0.017083333805203438,8.173999786376953,0.4440000057220459
0.017500000074505806,8.173999786376953,0.4440000057220459
0.017916666343808174,8.173999786376953,0.4440000057220459
0.018333332613110542,8.173999786376953,0.4440000057220459
0.01875000074505806,8.173999786376953,0.4440000057220459
0.019166667014360428,8.173999786376953,0.4440000057220459
0.019583333283662796,8.173999786376953,0.4440000057220459
0.019999999552965164,8.172414779663086,0.4440000057220459
0.020416665822267532,8.173576354980469,0.4440000057220459
0.02083333395421505,8.173999786376953,0.4440000057220459
0.021250000223517418,8.173999786376953,0.4440000057220459
0.021666666492819786,8.173999786376953,0.4440000057220459
0.022083332762122154,8.172457695007324,0.4440000057220459
0.02250000089406967,8.17353343963623,0.4440000057220459
0.02291666716337204,8.173999786376953,0.4440000057220459
0.023333333432674408,8.173999786376953,0.4440000057220459
0.023749999701976776,8.173999786376953,0.4440000057220459
0.024166665971279144,8.173999786376953,0.4440000057220459
0.02458333410322666,8.173999786376953,0.4440000057220459
0.02500000037252903,8.173999786376953,0.4440000057220459
0.025416666641831398,8.173999786376953,0.4440000057220459
0.025833332911133766,8.173999786376953,0.4440000057220459
0.026249999180436134,8.173999786376953,0.4440000057220459
0.02666666731238365,8.173999786376953,0.4440000057220459
0.02708333358168602,8.173999786376953,0.4440000057220459
0.027499999850988388,8.173999786376953,0.4440000057220459
0.027916666120290756,8.173999786376953,0.4440000057220459
0.028333334252238274,8.172587394714355,0.4440000057220459
0.028750000521540642,8.1734037399292,0.4440000057220459
0.02916666679084301,8.173999786376953,0.4453953802585602
0.029583333060145378,8.173999786376953,0.4446132779121399
0.029999999329447746,8.173999786376953,0.4440000057220459
0.030416667461395264,8.173999786376953,0.4440000057220459
0.030833333730697632,8.173999786376953,0.4440000057220459
0.03125,8.173999786376953,0.4440000057220459
0.03166666626930237,8.173999786376953,0.4440000057220459
0.032083332538604736,8.173999786376953,0.4440000057220459
0.032499998807907104,8.173999786376953,0.4440000057220459
0.03291666507720947,8.173999786376953,0.4440000057220459
0.03333333507180214,8.172691345214844,0.4440000057220459
0.03375000134110451,8.173299789428711,0.4440000057220459
0.034166667610406876,8.173999786376953,0.4452917277812958
0.034583333879709244,8.173999786376953,0.4447169303894043
0.03500000014901161,8.173999786376953,0.4440000057220459
